Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;
83377;13/10/2005;0000;;30.3;;
83377;13/10/2005;1200;0;;19.5;
83377;14/10/2005;0000;;30.7;;
83377;14/10/2005;1200;0.7;;18.5;
83377;15/10/2005;0000;;33;;
83377;15/10/2005;1200;0;;20.7;
83377;16/10/2005;0000;;32.7;;
83377;16/10/2005;1200;0;;19.6;
83377;17/10/2005;0000;;33.5;;
83377;17/10/2005;1200;0;;19.1;
83377;18/10/2005;0000;;31.2;;
83377;18/10/2005;1200;0;;19.8;
83377;19/10/2005;0000;;32.4;;
83377;19/10/2005;1200;0;;19.9;
83377;20/10/2005;0000;;30.7;;
83377;20/10/2005;1200;0;;20.9;
83377;21/10/2005;0000;;30.6;;
83377;21/10/2005;1200;0;;21.1;
83377;22/10/2005;0000;;31.6;;
83377;22/10/2005;1200;0;;19.4;
83377;23/10/2005;0000;;30.6;;
83377;23/10/2005;1200;0;;18.7;
83377;24/10/2005;0000;;31.8;;
83377;24/10/2005;1200;1.2;;19.4;
83377;25/10/2005;0000;;32.2;;
83377;25/10/2005;1200;2.4;;20.2;
83377;26/10/2005;0000;;32.8;;
83377;26/10/2005;1200;0;;20.1;
83377;27/10/2005;0000;;33.8;;
83377;27/10/2005;1200;0;;21.1;
83377;28/10/2005;0000;;31.8;;
83377;28/10/2005;1200;0;;20.9;
83377;29/10/2005;0000;;25.3;;
83377;29/10/2005;1200;40.8;;18.4;
83377;30/10/2005;0000;;28.2;;
83377;30/10/2005;1200;0;;18.7;
83377;31/10/2005;0000;;27.8;;
83377;31/10/2005;1200;0.3;;18.8;
83377;01/11/2005;0000;;29.8;;
83377;01/11/2005;1200;0;;19.3;
83377;02/11/2005;0000;;21.3;;
83377;02/11/2005;1200;9.8;;17.8;
83377;03/11/2005;0000;;27.2;;
83377;03/11/2005;1200;1.3;;17.9;
83377;04/11/2005;0000;;25.4;;
83377;04/11/2005;1200;0;;17.4;
83377;05/11/2005;0000;;28.1;;
83377;05/11/2005;1200;22.6;;17.1;
83377;06/11/2005;0000;;29.3;;
83377;06/11/2005;1200;5.3;;18.9;
83377;07/11/2005;0000;;30.8;;
83377;07/11/2005;1200;0;;20.1;
83377;08/11/2005;0000;;30.8;;
83377;08/11/2005;1200;0;;19.7;
83377;09/11/2005;0000;;29.6;;
83377;09/11/2005;1200;0;;19.9;
83377;10/11/2005;0000;;25.5;;
83377;10/11/2005;1200;2.3;;18;
83377;11/11/2005;0000;;24;;
83377;11/11/2005;1200;38.8;;17.1;
83377;12/11/2005;0000;;25.7;;
83377;12/11/2005;1200;13.8;;17.4;
83377;13/11/2005;0000;;24.4;;
83377;13/11/2005;1200;0.6;;18.3;
83377;14/11/2005;0000;;25.5;;
83377;14/11/2005;1200;13.8;;18.3;
83377;15/11/2005;0000;;26.1;;
83377;15/11/2005;1200;0;;18.6;
83377;16/11/2005;0000;;26.3;;
83377;16/11/2005;1200;0;;18.6;
83377;17/11/2005;0000;;27.8;;
83377;17/11/2005;1200;4.5;;18.3;
83377;18/11/2005;0000;;26.9;;
83377;18/11/2005;1200;1.3;;19.3;
83377;19/11/2005;0000;;23.2;;
83377;19/11/2005;1200;18;;17.4;
83377;20/11/2005;0000;;30;;
83377;20/11/2005;1200;0.4;;17.4;
83377;21/11/2005;0000;;31;;
83377;21/11/2005;1200;0;;20.7;
83377;22/11/2005;0000;;27.5;;
83377;22/11/2005;1200;2.7;;18.9;
83377;23/11/2005;0000;;27.5;;
83377;23/11/2005;1200;28.5;;18;
83377;24/11/2005;0000;;26.6;;
83377;24/11/2005;1200;5.2;;19;
83377;25/11/2005;0000;;27.9;;
83377;25/11/2005;1200;0.1;;18.5;
83377;26/11/2005;0000;;23.5;;
83377;26/11/2005;1200;19.4;;18.7;
83377;27/11/2005;0000;;23.6;;
83377;27/11/2005;1200;5.3;;18.9;
83377;28/11/2005;0000;;26.4;;
83377;28/11/2005;1200;0;;17.4;
83377;29/11/2005;0000;;23.3;;
83377;29/11/2005;1200;16.7;;17.4;
83377;30/11/2005;0000;;21.4;;
83377;30/11/2005;1200;16.1;;18.5;
83377;01/12/2005;0000;;27;;
83377;01/12/2005;1200;21.9;;16.8;
83377;02/12/2005;0000;;26.1;;
83377;02/12/2005;1200;0;;18.5;
83377;03/12/2005;0000;;26.4;;
83377;03/12/2005;1200;7.7;;18.5;
83377;04/12/2005;0000;;24.4;;
83377;04/12/2005;1200;40.7;;18.7;
83377;05/12/2005;0000;;28.5;;
83377;05/12/2005;1200;10.6;;19.3;
83377;06/12/2005;0000;;23.1;;
83377;06/12/2005;1200;52.1;;18.5;
83377;07/12/2005;0000;;26.4;;
83377;07/12/2005;1200;4;;17.8;
83377;08/12/2005;0000;;26.2;;
83377;08/12/2005;1200;2.5;;18.7;
83377;09/12/2005;0000;;21.1;;
83377;09/12/2005;1200;34.1;;18;
83377;10/12/2005;0000;;26.8;;
83377;10/12/2005;1200;0.7;;18.5;
83377;11/12/2005;0000;;24.9;;
83377;11/12/2005;1200;23.5;;18.7;
83377;12/12/2005;0000;;20.5;;
83377;12/12/2005;1200;18.9;;17;
83377;13/12/2005;0000;;21.8;;
83377;13/12/2005;1200;34;;17;
83377;14/12/2005;0000;;24.5;;
83377;14/12/2005;1200;0;;17.4;
83377;15/12/2005;0000;;26.2;;
83377;15/12/2005;1200;26.1;;17;
83377;16/12/2005;0000;;24.3;;
83377;16/12/2005;1200;54.7;;17.2;
83377;17/12/2005;0000;;20.1;;
83377;17/12/2005;1200;5.7;;17;
83377;18/12/2005;0000;;26.6;;
83377;18/12/2005;1200;3.5;;17.2;
83377;19/12/2005;0000;;25.8;;
83377;19/12/2005;1200;23.4;;17.1;
83377;20/12/2005;0000;;28.5;;
83377;20/12/2005;1200;3.1;;16.7;
83377;21/12/2005;0000;;29.5;;
83377;21/12/2005;1200;0;;17.8;
83377;22/12/2005;0000;;29.2;;
83377;22/12/2005;1200;0;;18.3;
83377;23/12/2005;0000;;28.5;;
83377;23/12/2005;1200;0;;17.4;
83377;24/12/2005;0000;;29.3;;
83377;24/12/2005;1200;0;;19.3;
83377;25/12/2005;0000;;29.8;;
83377;25/12/2005;1200;0;;17.4;
83377;26/12/2005;0000;;27.2;;
83377;26/12/2005;1200;0.6;;18.7;
83377;27/12/2005;0000;;25;;
83377;27/12/2005;1200;4.7;;18;
83377;28/12/2005;0000;;24.2;;
83377;28/12/2005;1200;19.8;;18.4;
83377;29/12/2005;0000;;24.7;;
83377;29/12/2005;1200;0;;17.4;
83377;30/12/2005;0000;;20.4;;
83377;30/12/2005;1200;29.2;;17.2;
83377;31/12/2005;0000;;22.5;;
83377;31/12/2005;1200;0.7;;16.6;
83377;01/01/2006;0000;;26.4;;
83377;01/01/2006;1200;2.8;;17.4;
83377;02/01/2006;0000;;27.3;;
83377;02/01/2006;1200;0.1;;18.4;
83377;03/01/2006;0000;;27;;
83377;03/01/2006;1200;4.7;;18.2;
83377;04/01/2006;0000;;27.4;;
83377;04/01/2006;1200;10.7;;17.5;
83377;05/01/2006;0000;;25.2;;
83377;05/01/2006;1200;0;;17.4;
83377;06/01/2006;0000;;23.2;;
83377;06/01/2006;1200;23;;17.2;
83377;07/01/2006;0000;;26.3;;
83377;07/01/2006;1200;12.5;;17.1;
83377;08/01/2006;0000;;24.4;;
83377;08/01/2006;1200;2.1;;18.4;
83377;09/01/2006;0000;;24.7;;
83377;09/01/2006;1200;7.8;;17.1;
83377;10/01/2006;0000;;25.1;;
83377;10/01/2006;1200;2.1;;19;
83377;11/01/2006;0000;;26;;
83377;11/01/2006;1200;0.1;;17.9;
83377;12/01/2006;0000;;24.7;;
83377;12/01/2006;1200;0;;17.9;
83377;13/01/2006;0000;;24.7;;
83377;13/01/2006;1200;0;;18;
83377;14/01/2006;0000;;27.9;;
83377;14/01/2006;1200;0;;18.2;
83377;15/01/2006;0000;;27.6;;
83377;15/01/2006;1200;0;;18.9;
83377;16/01/2006;0000;;28.2;;
83377;16/01/2006;1200;0;;19;
83377;17/01/2006;0000;;28.6;;
83377;17/01/2006;1200;0;;17.5;
83377;18/01/2006;0000;;30.2;;
83377;18/01/2006;1200;0;;17.1;
83377;19/01/2006;0000;;28.9;;
83377;19/01/2006;1200;0;;19.6;
83377;20/01/2006;0000;;28.5;;
83377;20/01/2006;1200;0;;18.9;
83377;21/01/2006;0000;;27.2;;
83377;21/01/2006;1200;0;;18.5;
83377;22/01/2006;0000;;29.4;;
83377;22/01/2006;1200;0;;18.7;
83377;23/01/2006;0000;;30.6;;
83377;23/01/2006;1200;0;;18.6;
83377;24/01/2006;0000;;31.6;;
83377;24/01/2006;1200;0;;19.1;
83377;25/01/2006;0000;;31.2;;
83377;25/01/2006;1200;0;;19.3;
83377;26/01/2006;0000;;31.4;;
83377;26/01/2006;1200;0;;18.2;
83377;27/01/2006;0000;;30.2;;
83377;27/01/2006;1200;0.2;;19;
83377;28/01/2006;0000;;29.1;;
83377;28/01/2006;1200;33.3;;19;
83377;29/01/2006;0000;;28.1;;
83377;29/01/2006;1200;9;;19.1;
83377;30/01/2006;0000;;25;;
83377;30/01/2006;1200;7.2;;17.3;
83377;31/01/2006;0000;;26;;
83377;31/01/2006;1200;7.5;;18.3;
83377;01/02/2006;0000;;28.2;;
83377;01/02/2006;1200;18.6;;17.8;
83377;02/02/2006;0000;;25.4;;
83377;02/02/2006;1200;62.5;;17.3;
83377;03/02/2006;0000;;27.1;;
83377;03/02/2006;1200;1.3;;18.3;
83377;04/02/2006;0000;;27.6;;
83377;04/02/2006;1200;0.1;;18.4;
83377;05/02/2006;0000;;27.9;;
83377;05/02/2006;1200;0;;18.2;
83377;06/02/2006;0000;;28.1;;
83377;06/02/2006;1200;0;;19.3;
83377;07/02/2006;0000;;28.5;;
83377;07/02/2006;1200;16.4;;18.4;
83377;08/02/2006;0000;;28.2;;
83377;08/02/2006;1200;0;;18.9;
83377;09/02/2006;0000;;27.4;;
83377;09/02/2006;1200;21.1;;18.9;
83377;10/02/2006;0000;;27.1;;
83377;10/02/2006;1200;0;;18.5;
83377;11/02/2006;0000;;26.8;;
83377;11/02/2006;1200;33.8;;18.3;
83377;12/02/2006;0000;;25.3;;
83377;12/02/2006;1200;0;;18.5;
83377;13/02/2006;0000;;28.5;;
83377;13/02/2006;1200;0;;18.7;
83377;14/02/2006;0000;;28.2;;
83377;14/02/2006;1200;5.3;;19.3;
83377;15/02/2006;0000;;27.6;;
83377;15/02/2006;1200;2;;19.3;
83377;16/02/2006;0000;;26.9;;
83377;16/02/2006;1200;0.8;;18.5;
83377;17/02/2006;0000;;29;;
83377;17/02/2006;1200;1;;18.9;
83377;18/02/2006;0000;;29.3;;
83377;18/02/2006;1200;0;;17.7;
83377;19/02/2006;0000;;29.1;;
83377;19/02/2006;1200;0;;19.5;
83377;20/02/2006;0000;;29;;
83377;20/02/2006;1200;6.4;;18.2;
83377;21/02/2006;0000;;28.4;;
83377;21/02/2006;1200;2;;17.9;
83377;22/02/2006;0000;;28;;
83377;22/02/2006;1200;13.8;;17.4;
83377;23/02/2006;0000;;28;;
83377;23/02/2006;1200;0;;18.5;
83377;24/02/2006;0000;;28.8;;
83377;24/02/2006;1200;2.8;;19.4;
83377;25/02/2006;0000;;28.8;;
83377;25/02/2006;1200;0.5;;18.8;
83377;26/02/2006;0000;;28;;
83377;26/02/2006;1200;0;;19.9;
83377;27/02/2006;0000;;27.5;;
83377;27/02/2006;1200;0.6;;19.7;
83377;28/02/2006;0000;;27.8;;
83377;28/02/2006;1200;2.4;;19.3;
83377;01/03/2006;0000;;27.3;;
83377;01/03/2006;1200;0;;18.8;
83377;02/03/2006;0000;;29.2;;
83377;02/03/2006;1200;34.8;;19.2;
83377;03/03/2006;0000;;29.7;;
83377;03/03/2006;1200;0;;19.3;
83377;04/03/2006;0000;;24.4;;
83377;04/03/2006;1200;0;;19.4;
83377;05/03/2006;0000;;28.9;;
83377;05/03/2006;1200;5.9;;18.5;
83377;06/03/2006;0000;;30;;
83377;06/03/2006;1200;0;;18.7;
83377;07/03/2006;0000;;27;;
83377;07/03/2006;1200;0;;18.6;
83377;08/03/2006;0000;;26.7;;
83377;08/03/2006;1200;2.4;;17.7;
83377;09/03/2006;0000;;26.1;;
83377;09/03/2006;1200;11.2;;18.5;
83377;10/03/2006;0000;;26.5;;
83377;10/03/2006;1200;44.1;;17.6;
83377;11/03/2006;0000;;27.1;;
83377;11/03/2006;1200;0;;19;
83377;12/03/2006;0000;;26.5;;
83377;12/03/2006;1200;30;;18.6;
83377;13/03/2006;0000;;26.2;;
83377;13/03/2006;1200;1.3;;18.5;
83377;14/03/2006;0000;;25.5;;
83377;14/03/2006;1200;1.9;;18.9;
83377;15/03/2006;0000;;24.9;;
83377;15/03/2006;1200;2.2;;19;
83377;16/03/2006;0000;;25.7;;
83377;16/03/2006;1200;9.3;;18;
83377;17/03/2006;0000;;21.6;;
83377;17/03/2006;1200;4.3;;18.8;
83377;18/03/2006;0000;;22.8;;
83377;18/03/2006;1200;23.2;;18.5;
83377;19/03/2006;0000;;25.7;;
83377;19/03/2006;1200;0.7;;18.6;
83377;20/03/2006;0000;;23.7;;
83377;20/03/2006;1200;1.3;;16.8;
83377;21/03/2006;0000;;27.5;;
83377;21/03/2006;1200;15.5;;16.8;
83377;22/03/2006;0000;;27.8;;
83377;22/03/2006;1200;0;;19.4;
83377;23/03/2006;0000;;28;;
83377;23/03/2006;1200;0;;18.9;
83377;24/03/2006;0000;;28.5;;
83377;24/03/2006;1200;0;;19.5;
83377;25/03/2006;0000;;27.1;;
83377;25/03/2006;1200;1.8;;19.5;
83377;26/03/2006;0000;;27.4;;
83377;26/03/2006;1200;0;;19;
83377;27/03/2006;0000;;27.5;;
83377;27/03/2006;1200;19.9;;17.8;
83377;28/03/2006;0000;;27.1;;
83377;28/03/2006;1200;0.9;;19.2;
83377;29/03/2006;0000;;25.6;;
83377;29/03/2006;1200;0;;19.8;
83377;30/03/2006;0000;;26.5;;
83377;30/03/2006;1200;4.5;;18.7;
83377;31/03/2006;0000;;27;;
83377;31/03/2006;1200;42.7;;18.7;
83377;01/04/2006;0000;;24.8;;
83377;01/04/2006;1200;0.2;;19.2;
83377;02/04/2006;0000;;25.5;;
83377;02/04/2006;1200;8.4;;18.7;
83377;03/04/2006;0000;;28.4;;
83377;03/04/2006;1200;0.1;;19;
83377;04/04/2006;0000;;27.1;;
83377;04/04/2006;1200;0;;19.8;
83377;05/04/2006;0000;;27.7;;
83377;05/04/2006;1200;0;;19.5;
83377;06/04/2006;0000;;26.4;;
83377;06/04/2006;1200;5.8;;18.9;
83377;07/04/2006;0000;;27.1;;
83377;07/04/2006;1200;0.9;;19;
83377;08/04/2006;0000;;23.2;;
83377;08/04/2006;1200;18.8;;18.4;
83377;09/04/2006;0000;;26.5;;
83377;09/04/2006;1200;15.5;;18.9;
83377;10/04/2006;0000;;24.4;;
83377;10/04/2006;1200;11.2;;18.5;
83377;11/04/2006;0000;;28.2;;
83377;11/04/2006;1200;2;;17.1;
83377;12/04/2006;0000;;26.3;;
83377;12/04/2006;1200;1;;18.9;
83377;13/04/2006;0000;;27.4;;
83377;13/04/2006;1200;8.6;;18.7;
83377;14/04/2006;0000;;29;;
83377;14/04/2006;1200;0;;19.4;
83377;15/04/2006;0000;;28.4;;
83377;15/04/2006;1200;0;;19.7;
83377;16/04/2006;0000;;28;;
83377;16/04/2006;1200;0;;18.7;
83377;17/04/2006;0000;;27.4;;
83377;17/04/2006;1200;0;;19;
83377;18/04/2006;0000;;24.7;;
83377;18/04/2006;1200;35.7;;18.4;
83377;19/04/2006;0000;;23.5;;
83377;19/04/2006;1200;33.4;;16.8;
83377;20/04/2006;0000;;21.8;;
83377;20/04/2006;1200;0;;16.6;
83377;21/04/2006;0000;;26.5;;
83377;21/04/2006;1200;0;;16.2;
83377;22/04/2006;0000;;26.3;;
83377;22/04/2006;1200;0;;14.5;
83377;23/04/2006;0000;;27.1;;
83377;23/04/2006;1200;0;;15.3;
83377;24/04/2006;0000;;27.1;;
83377;24/04/2006;1200;0;;16;
83377;25/04/2006;0000;;27;;
83377;25/04/2006;1200;0;;17.4;
83377;26/04/2006;0000;;27.6;;
83377;26/04/2006;1200;0;;16.3;
83377;27/04/2006;0000;;28;;
83377;27/04/2006;1200;0.1;;16.5;
83377;28/04/2006;0000;;28.5;;
83377;28/04/2006;1200;0;;16.8;
83377;29/04/2006;0000;;27.2;;
83377;29/04/2006;1200;0;;16.8;
83377;30/04/2006;0000;;26.7;;
83377;30/04/2006;1200;0;;18.2;
83377;01/05/2006;0000;;27.4;;
83377;01/05/2006;1200;0;;16.2;
83377;02/05/2006;0000;;27.5;;
83377;02/05/2006;1200;0;;16.4;
83377;03/05/2006;0000;;27.1;;
83377;03/05/2006;1200;0;;16.8;
83377;04/05/2006;0000;;27.8;;
83377;04/05/2006;1200;0;;15.1;
83377;05/05/2006;0000;;26.8;;
83377;05/05/2006;1200;0;;16.2;
83377;06/05/2006;0000;;28.2;;
83377;06/05/2006;1200;0;;15.3;
83377;07/05/2006;0000;;27;;
83377;07/05/2006;1200;7.2;;18.6;
83377;08/05/2006;0000;;25;;
83377;08/05/2006;1200;5.4;;17.2;
83377;09/05/2006;0000;;26.6;;
83377;09/05/2006;1200;13.4;;16.5;
83377;10/05/2006;0000;;25.7;;
83377;10/05/2006;1200;0;;16.3;
83377;11/05/2006;0000;;25.9;;
83377;11/05/2006;1200;4.8;;16.3;
83377;12/05/2006;0000;;25.5;;
83377;12/05/2006;1200;0;;14.7;
83377;13/05/2006;0000;;26.8;;
83377;13/05/2006;1200;0;;13.9;
83377;14/05/2006;0000;;27.6;;
83377;14/05/2006;1200;0;;15.4;
83377;15/05/2006;0000;;26.2;;
83377;15/05/2006;1200;0.9;;16.5;
83377;16/05/2006;0000;;25.7;;
83377;16/05/2006;1200;3.4;;16.3;
83377;17/05/2006;0000;;24.6;;
83377;17/05/2006;1200;0;;14.3;
83377;18/05/2006;0000;;22.7;;
83377;18/05/2006;1200;0;;14.5;
83377;19/05/2006;0000;;24.6;;
83377;19/05/2006;1200;0;;12.8;
83377;20/05/2006;0000;;24;;
83377;20/05/2006;1200;0;;11.8;
83377;21/05/2006;0000;;25.2;;
83377;21/05/2006;1200;0;;13.6;
83377;22/05/2006;0000;;25.9;;
83377;22/05/2006;1200;0;;14.6;
83377;23/05/2006;0000;;26.6;;
83377;23/05/2006;1200;0;;16;
83377;24/05/2006;0000;;25;;
83377;24/05/2006;1200;0;;15.4;
83377;25/05/2006;0000;;25;;
83377;25/05/2006;1200;0;;15.8;
83377;26/05/2006;0000;;25.1;;
83377;26/05/2006;1200;0;;15.4;
83377;27/05/2006;0000;;25.1;;
83377;27/05/2006;1200;0;;16.4;
83377;28/05/2006;0000;;26.7;;
83377;28/05/2006;1200;0;;14;
83377;29/05/2006;0000;;27.1;;
83377;29/05/2006;1200;0;;15;
83377;30/05/2006;0000;;26.6;;
83377;30/05/2006;1200;0;;14.7;
83377;31/05/2006;0000;;26.2;;
83377;31/05/2006;1200;0;;15.9;
83377;01/06/2006;0000;;25.5;;
83377;01/06/2006;1200;0;;13.2;
83377;02/06/2006;0000;;25.1;;
83377;02/06/2006;1200;0;;15.9;
83377;03/06/2006;0000;;23.9;;
83377;03/06/2006;1200;0;;15.6;
83377;04/06/2006;0000;;23.4;;
83377;04/06/2006;1200;0;;13.4;
83377;05/06/2006;0000;;24;;
83377;05/06/2006;1200;0;;13;
83377;06/06/2006;0000;;24.5;;
83377;06/06/2006;1200;0;;12.5;
83377;07/06/2006;0000;;24.1;;
83377;07/06/2006;1200;0;;12.5;
83377;08/06/2006;0000;;23.4;;
83377;08/06/2006;1200;0;;13.8;
83377;09/06/2006;0000;;23.5;;
83377;09/06/2006;1200;0;;13.6;
83377;10/06/2006;0000;;24;;
83377;10/06/2006;1200;0;;13.5;
83377;11/06/2006;0000;;24.5;;
83377;11/06/2006;1200;0;;13.8;
83377;12/06/2006;0000;;25.2;;
83377;12/06/2006;1200;0;;13.2;
83377;13/06/2006;0000;;24.6;;
83377;13/06/2006;1200;0;;13.6;
83377;14/06/2006;0000;;24.6;;
83377;14/06/2006;1200;0;;13.9;
83377;15/06/2006;0000;;24.1;;
83377;15/06/2006;1200;0;;13.6;
83377;16/06/2006;0000;;26.6;;
83377;16/06/2006;1200;0;;12.2;
83377;17/06/2006;0000;;26;;
83377;17/06/2006;1200;0;;14.6;
83377;18/06/2006;0000;;24.8;;
83377;18/06/2006;1200;0;;15.5;
83377;19/06/2006;0000;;22.9;;
83377;19/06/2006;1200;0;;13.6;
83377;20/06/2006;0000;;22.6;;
83377;20/06/2006;1200;0;;13.1;
83377;21/06/2006;0000;;23.1;;
83377;21/06/2006;1200;0;;13.6;
83377;22/06/2006;0000;;24.3;;
83377;22/06/2006;1200;0;;13.3;
83377;23/06/2006;0000;;23.7;;
83377;23/06/2006;1200;0;;15.1;
83377;24/06/2006;0000;;24.1;;
83377;24/06/2006;1200;0;;12.1;
83377;25/06/2006;0000;;21.3;;
83377;25/06/2006;1200;0.7;;15.5;
83377;26/06/2006;0000;;26.5;;
83377;26/06/2006;1200;0.2;;12.5;
83377;27/06/2006;0000;;27.3;;
83377;27/06/2006;1200;0;;14.6;
83377;28/06/2006;0000;;25.6;;
83377;28/06/2006;1200;0;;14.4;
83377;29/06/2006;0000;;25.2;;
83377;29/06/2006;1200;0;;15.2;
83377;30/06/2006;0000;;25;;
83377;30/06/2006;1200;0;;14.7;
83377;01/07/2006;0000;;24;;
83377;01/07/2006;1200;0;;13.6;
83377;02/07/2006;0000;;25.6;;
83377;02/07/2006;1200;0;;13.9;
83377;03/07/2006;0000;;22.5;;
83377;03/07/2006;1200;0;;14;
83377;04/07/2006;0000;;17.7;;
83377;04/07/2006;1200;0;;14.5;
83377;05/07/2006;0000;;20.5;;
83377;05/07/2006;1200;0;;13;
83377;06/07/2006;0000;;24.6;;
83377;06/07/2006;1200;0;;13.6;
83377;07/07/2006;0000;;25.7;;
83377;07/07/2006;1200;0;;11.4;
83377;08/07/2006;0000;;27.3;;
83377;08/07/2006;1200;0;;13.2;
83377;09/07/2006;0000;;28.5;;
83377;09/07/2006;1200;0;;15;
83377;10/07/2006;0000;;27.6;;
83377;10/07/2006;1200;0;;14.4;
83377;11/07/2006;0000;;26.4;;
83377;11/07/2006;1200;0;;15.9;
83377;12/07/2006;0000;;25;;
83377;12/07/2006;1200;0;;14.6;
83377;13/07/2006;0000;;23.6;;
83377;13/07/2006;1200;0;;14.6;
83377;14/07/2006;0000;;23.1;;
83377;14/07/2006;1200;0;;13;
83377;15/07/2006;0000;;22.1;;
83377;15/07/2006;1200;0;;12.5;
83377;16/07/2006;0000;;23;;
83377;16/07/2006;1200;0;;13.3;
83377;17/07/2006;0000;;23.6;;
83377;17/07/2006;1200;0;;13.6;
83377;18/07/2006;0000;;24.8;;
83377;18/07/2006;1200;0;;13.4;
83377;19/07/2006;0000;;26;;
83377;19/07/2006;1200;0;;13;
83377;20/07/2006;0000;;26.6;;
83377;20/07/2006;1200;0;;13.1;
83377;21/07/2006;0000;;26.4;;
83377;21/07/2006;1200;0;;12.8;
83377;22/07/2006;0000;;27.4;;
83377;22/07/2006;1200;0;;11.8;
83377;23/07/2006;0000;;26;;
83377;23/07/2006;1200;0;;12.4;
83377;24/07/2006;0000;;27.6;;
83377;24/07/2006;1200;0;;10.8;
83377;25/07/2006;0000;;27.2;;
83377;25/07/2006;1200;0;;12.9;
83377;26/07/2006;0000;;27.7;;
83377;26/07/2006;1200;0;;15.1;
83377;27/07/2006;0000;;29.5;;
83377;27/07/2006;1200;0;;14.4;
83377;28/07/2006;0000;;29;;
83377;28/07/2006;1200;0;;15.9;
83377;29/07/2006;0000;;30.3;;
83377;29/07/2006;1200;0;;16.4;
83377;30/07/2006;0000;;29.3;;
83377;30/07/2006;1200;0;;17.2;
83377;31/07/2006;0000;;27.7;;
83377;31/07/2006;1200;0.1;;17.4;
83377;01/08/2006;0000;;28.2;;
83377;01/08/2006;1200;0;;17.1;
83377;02/08/2006;0000;;27.6;;
83377;02/08/2006;1200;0.2;;17.5;
83377;03/08/2006;0000;;27.8;;
83377;03/08/2006;1200;0;;16.7;
83377;04/08/2006;0000;;27;;
83377;04/08/2006;1200;0;;15.8;
83377;05/08/2006;0000;;27.1;;
83377;05/08/2006;1200;0;;17.7;
83377;06/08/2006;0000;;26.5;;
83377;06/08/2006;1200;0;;16.6;
83377;07/08/2006;0000;;26.1;;
83377;07/08/2006;1200;0;;16.1;
83377;08/08/2006;0000;;26.1;;
83377;08/08/2006;1200;0;;15.7;
83377;09/08/2006;0000;;27;;
83377;09/08/2006;1200;0;;15.6;
83377;10/08/2006;0000;;28.6;;
83377;10/08/2006;1200;0;;15.6;
83377;11/08/2006;0000;;28.6;;
83377;11/08/2006;1200;0;;17;
83377;12/08/2006;0000;;27.5;;
83377;12/08/2006;1200;0;;17.2;
83377;13/08/2006;0000;;29;;
83377;13/08/2006;1200;0;;14.9;
83377;14/08/2006;0000;;28.8;;
83377;14/08/2006;1200;0;;16.6;
83377;15/08/2006;0000;;29;;
83377;15/08/2006;1200;0;;14.7;
83377;16/08/2006;0000;;29.2;;
83377;16/08/2006;1200;0;;17.9;
83377;17/08/2006;0000;;30.1;;
83377;17/08/2006;1200;0;;17.3;
83377;18/08/2006;0000;;30;;
83377;18/08/2006;1200;0;;15.8;
83377;19/08/2006;0000;;31;;
83377;19/08/2006;1200;0;;17.5;
83377;20/08/2006;0000;;30;;
83377;20/08/2006;1200;0;;18.7;
83377;21/08/2006;0000;;28.6;;
83377;21/08/2006;1200;0;;18.2;
83377;22/08/2006;0000;;29.5;;
83377;22/08/2006;1200;0;;15.3;
83377;23/08/2006;0000;;25.4;;
83377;23/08/2006;1200;5.8;;16;
83377;24/08/2006;0000;;26.4;;
83377;24/08/2006;1200;4.6;;15.1;
83377;25/08/2006;0000;;26.8;;
83377;25/08/2006;1200;42.2;;16.6;
83377;26/08/2006;0000;;27.7;;
83377;26/08/2006;1200;0;;17;
83377;27/08/2006;0000;;29;;
83377;27/08/2006;1200;0;;16.4;
83377;28/08/2006;0000;;29.5;;
83377;28/08/2006;1200;0;;17.3;
83377;29/08/2006;0000;;30;;
83377;29/08/2006;1200;0;;19.4;
83377;30/08/2006;0000;;29.6;;
83377;30/08/2006;1200;0;;19;
83377;31/08/2006;0000;;28;;
83377;31/08/2006;1200;0;;16.8;
83377;01/09/2006;0000;;28.3;;
83377;01/09/2006;1200;0;;18.4;
83377;02/09/2006;0000;;26.6;;
83377;02/09/2006;1200;4.1;;18;
83377;03/09/2006;0000;;27.8;;
83377;03/09/2006;1200;12.6;;15;
83377;04/09/2006;0000;;27;;
83377;04/09/2006;1200;0;;16.6;
83377;05/09/2006;0000;;26.6;;
83377;05/09/2006;1200;0;;12.6;
83377;06/09/2006;0000;;28.7;;
83377;06/09/2006;1200;0;;13.6;
83377;07/09/2006;0000;;26.1;;
83377;07/09/2006;1200;2.8;;16;
83377;08/09/2006;0000;;26.8;;
83377;08/09/2006;1200;0;;16;
83377;09/09/2006;0000;;27.5;;
83377;09/09/2006;1200;0;;15.2;
83377;10/09/2006;0000;;27.7;;
83377;10/09/2006;1200;0;;15.8;
83377;11/09/2006;0000;;27.5;;
83377;11/09/2006;1200;0;;17.1;
83377;12/09/2006;0000;;27.3;;
83377;12/09/2006;1200;0;;17.4;
83377;13/09/2006;0000;;29.2;;
83377;13/09/2006;1200;0;;16.9;
83377;14/09/2006;0000;;30.4;;
83377;14/09/2006;1200;0;;17.4;
83377;15/09/2006;0000;;30;;
83377;15/09/2006;1200;0;;19.1;
83377;16/09/2006;0000;;30.6;;
83377;16/09/2006;1200;0;;19.1;
